speaker,text,domain-intent,rating 1,rating 2,rating 3,rating 4,rating 5,domain,intent,avg_rating,conv_ID,turn_id,wt_avg_rating,word_count,satisfaction_rating
SYSTEM,"Yes, free wi-fi is available at Hotel du Vin and Bistro. Will that be all for today?",,,,,,,,,,621,9,,17,Medium
USER,does it have live music?,,3.0,3.0,4.0,,,,,3.33,621,10,3.33,5,High
SYSTEM,"I'm sorry, they do not have live music at this time. Anything else I can do for you?",,,,,,,,,,621,11,,18,Medium
USER,Thank you!,general-welcome,4.0,4.0,4.0,,,general,welcome,4.0,621,12,4.0,2,High
USER,OVERALL,,3.0,3.0,4.0,,,,,3.33,621,13,3.33,1,High
USER,"Hi, I need a train on Sunday leaving peterborough.",Train-Inform,3.0,3.0,3.0,2.0,,Train,Inform,2.75,622,0,2.87,9,Medium
SYSTEM,I have 38 trains leaving peterborough on sunday. Where are you headed?,Train-Request,,,,,,Train,Request,,622,1,,12,Medium
USER,I am hoping to arrive in cambridge by 12:30.,Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,622,2,3.0,9,Medium
SYSTEM,I have 13 trains meeting your criteria. The first leaves at 05:19 and leave every 30 minutes after. Can I book one of them for you?,Train-OfferBook,,,,,,Train,OfferBook,,622,3,,26,Medium
USER,What is the one with the shortest travel time?,,3.0,3.0,3.0,4.0,,,,3.25,622,4,3.13,9,Medium
SYSTEM,All the trains take exactly 50 minutes. What time would you like to depart?,Train-Request,,,,,,Train,Request,,622,5,,14,Medium
USER,"Hm, I'll take any train that will let me arrive by or before 12:30.",Train-Inform,3.0,3.0,3.0,3.0,,Train,Inform,3.0,622,6,3.0,14,Medium
SYSTEM,"Booking was successful. Departs at 11:19 and arrives at 12:09, that will be 13.2 GBP payable at the station, your reference number is QS1AJEL1. Anything else I can help you with?",Train-OfferBooked,,,,,,Train,OfferBooked,,622,7,,31,Medium
USER,I'm considering bringing my child along. Will they get discounts for the train?,,3.0,3.0,3.0,3.0,,,,3.0,622,8,3.0,13,Medium
SYSTEM,"Under 5 years old, kids are free. From age 5 to 16, there is a 50% discount. Do you have any other questions for me?",,,,,,,,,,622,9,,25,Medium
USER,"I need a hotel, one with free parking.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,622,10,3.0,8,Medium
SYSTEM,"There are a lot of possibilities here but none indicate free parking, just whether they have parking or not. Could you list places with free parking?",Hotel-NoOffer,,,,,,Hotel,NoOffer,,622,11,,26,Medium
USER,I need an expensive hotel that includes free parking.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,622,12,3.0,9,Medium
SYSTEM,"Express by Holiday Inn Cambridge is an expensive hotel located in the east, and it includes parking. Would you like me to book a stay there for you?",Hotel-Inform,,,,,,Hotel,Inform,,622,13,,28,Medium
USER,I want to book this hotel for the same group of people and 3 nights starting from Sunday. I'll need a reference number please.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,622,14,3.0,24,Medium
SYSTEM,Your reservation is confirmed and the reference number is ##,Booking-Book,,,,,,Booking,Book,,622,15,,10,Medium
USER,"Yes, and could you please find out if there are any restrictions regarding children allowed in the hotel?",,3.0,3.0,3.0,3.0,,,,3.0,622,16,3.0,18,Medium
SYSTEM,"Yes, I found out that children are welcome. Can I book the hotel for you?",,,,,,,,,,622,17,,15,Medium
USER,I'm sorry? Were you able to book the Express by Holiday Inn for 4 people?,Hotel-Inform,3.0,2.0,3.0,3.0,,Hotel,Inform,2.75,622,18,2.71,15,Low
SYSTEM,"Yes, sorry about that.. the reference number is GT21FKR5.",Booking-Book,,,,,,Booking,Book,,622,19,,9,Medium
USER,"Ok, thank you, that's all I need for now.",general-thank,3.0,2.0,3.0,3.0,,general,thank,2.75,622,20,2.71,9,Low
USER,OVERALL,,2.0,2.0,3.0,3.0,,,,2.5,622,21,2.42,1,Low
USER,"Hello, I am looking for a hotel in the south that is moderately priced.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,623,0,3.0,14,Medium
SYSTEM,"I can't find any hotels, but I did find a guesthouse called aylesbray lodge guest house with that criteria.",Hotel-NoOffer,,,,,,Hotel,NoOffer,,623,1,,19,Medium
USER,"I'd prefer a hotel. It should have a 4 star rating. Can you check again, please?",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,623,2,3.0,16,Medium
SYSTEM,Unfortunately all we have is the aylesbray lodge guest house,Hotel-Inform,,,,,,Hotel,Inform,,623,3,,10,Medium
USER,"Okay, do you have any hotels with a 3 star rating instead?",Hotel-Inform,3.0,3.0,3.0,2.0,,Hotel,Inform,2.75,623,4,2.87,12,Medium
SYSTEM,"There's one with 3 stars - Bridge Guest House. It's in the south and is moderately priced, and they have free wifi and parking. Would you like to book a room?",Booking-Inform,,,,,,Booking,Inform,,623,5,,31,Medium
USER,"I guess that's fine, book it for 6 people for 2 nights, We'll be there on thursday.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,623,6,3.0,17,Medium
SYSTEM,I was able to book your party of 6 into Bridge Guest House for 2 nights starting Thursday! Reference: GAAQJAQQ. Can I help more today?,Booking-Book,,,,,,Booking,Book,,623,7,,25,Medium
USER,"Yes, I'm also looking for info on Wandlebury Country Park.",Attraction-Inform,4.0,3.0,3.0,3.0,,Attraction,Inform,3.25,623,8,3.29,10,Medium
SYSTEM,"Wandlebury Country Park is located at wandlebury ring, gog magog hills, babraham. Is there any other information you need today?",Attraction-Inform,,,,,,Attraction,Inform,,623,9,,20,Medium
USER,Can you give me their phone number please?,Attraction-Request,3.0,3.0,3.0,3.0,,Attraction,Request,3.0,623,10,3.0,8,Medium
SYSTEM,The phone number for Wandlebury Country Park is 01223243830. Do you any further assistance today?,Attraction-Inform,,,,,,Attraction,Inform,,623,11,,15,Medium
USER,thanks. i want to leave the hotel by 24:45.,Taxi-Inform,3.0,2.0,3.0,3.0,,Taxi,Inform,2.75,623,12,2.71,9,Low
SYSTEM,"Do you mean that you want to book a taxi? If so, what will your destination be?",Taxi-Request,,,,,,Taxi,Request,,623,13,,17,Medium
USER,Yes I do. I want to leave the hotel by 24:45 to go to the park.,Taxi-Inform,3.0,3.0,3.0,3.0,,Taxi,Inform,3.0,623,14,3.0,16,Medium
SYSTEM,Your taxi will be available and has been booked.,Taxi-Inform,,,,,,Taxi,Inform,,623,15,,9,Medium
USER,Are my children allowed to stay at this hotel with me?,,3.0,3.0,3.0,3.0,,,,3.0,623,16,3.0,11,Medium
SYSTEM,"Yes, children are welcomed at the Bridge Guest House. Is there anything else I can help you with?",,,,,,,,,,623,17,,18,Medium
USER,Is there anywhere to hold a banquet or meeting at that guest house?,,3.0,3.0,3.0,3.0,,,,3.0,623,18,3.0,13,Medium
SYSTEM,The Bridge Guest House doesn't have meeting or banquet facilities. Do you need anything else?,,,,,,,,,,623,19,,15,Medium
USER,"Wonderful. Can you provide me with the contact number? Also, what kind of car is it?",,3.0,4.0,3.0,3.0,,,,3.25,623,20,3.29,16,Medium
SYSTEM,"Of course, sorry about that. Look for a red Lexus. The contact number is 07951076280. Can I be of further assistance today?",general-greet,,,,,,general,greet,,623,21,,22,Medium
USER,Will I be able to change my taxi booking later if needed?,,3.0,2.0,3.0,3.0,,,,2.75,623,22,2.71,12,Low
SYSTEM,"Yes, you may cancel up to 24 hours for free, only minor changes are allowed after this time frame. Anything else I can do for you?",,,,,,,,,,623,23,,26,Medium
USER,"Nope, that's it. Thanks!",general-thank,4.0,3.0,3.0,3.0,,general,thank,3.25,623,24,3.29,4,Medium
USER,OVERALL,,3.0,3.0,3.0,4.0,,,,3.25,623,25,3.13,1,Medium
USER,I am looking for a place to stay in Cambridge. I am wanting it to have free parking and 4 stars.,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,624,0,3.0,21,Medium
SYSTEM,There are 19 options that meet your criteria. Let's narrow it down a bit. What part of town would you like to stay in?,Hotel-Request,,,,,,Hotel,Request,,624,1,,24,Medium
USER,"It doesn't matter, but I would like something with free WiFi.",Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,624,2,3.0,11,Medium
SYSTEM,"Alexander bed and breakfast is in town centre, cheaply priced with a 4 star rating. It also offers free parking and wifi. Would you like to book a room?",Hotel-Inform,,,,,,Hotel,Inform,,624,3,,29,Medium
USER,Are daily housekeeping services provided at Alexander Bed and Breakfast?,,3.0,2.0,3.0,3.0,,,,2.75,624,4,2.71,10,Low
SYSTEM,"No, there is not housekeeping services provided daily. Would you like me to book a room for you?",,,,,,,,,,624,5,,18,Medium
USER,Does this hotel have a cat-friendly hotel room for my furry companion?,,3.0,2.0,3.0,3.0,,,,2.75,624,6,2.71,12,Low
SYSTEM,"Unfortunately, pets are not allowed at Alexander Bed and Breakfast. Would you still like to book here?",,,,,,,,,,624,7,,17,Medium
USER,"Yes, I need to create a booking for 5 people. We will be staying for 5 nights starting from Thursday.",Hotel-Inform,3.0,2.0,3.0,3.0,,Hotel,Inform,2.75,624,8,2.71,20,Low
SYSTEM,I'm sorry but booking was unsuccessful. Would like to try another day or a shorter stay?,Booking-Request,,,,,,Booking,Request,,624,9,,16,Medium
USER,Can you try for 4 nights?,Hotel-Inform,3.0,3.0,3.0,3.0,,Hotel,Inform,3.0,624,10,3.0,6,Medium
SYSTEM,"Great, you're booked for 4 nights with reference number 3VUMBFZ0. May I help you with anything else?",Booking-Book,,,,,,Booking,Book,,624,11,,17,Medium
USER,Does it offer dry cleaning services?,,3.0,2.0,3.0,3.0,,,,2.75,624,12,2.71,6,Low
SYSTEM,There are no dry cleaning services available there. are you interested in going there?,,,,,,,,,,624,13,,14,Medium
USER,We are interested in some boating attractions in and around Cambridge. Can you suggest a few? And we love fishing.,Attraction-Inform,4.0,3.0,3.0,3.0,,Attraction,Inform,3.25,624,14,3.29,20,Medium
SYSTEM,There are 4 results for boating attractions. Are you looking for the centre area? If not there is also one in the east and one in the north.,Attraction-Inform,,,,,,Attraction,Inform,,624,15,,28,Medium
USER,"No preference! Can you recommend me one and give me their area, entrance fee if they have one, and their address? Thanks!",Attraction-Request,4.0,3.0,4.0,3.0,,Attraction,Request,3.5,624,16,3.58,22,High
SYSTEM,"I can book you with scudamores punting co located in the centre area. The entrance fee is ? and the address is granta place, mill lane. Is that fine?",Attraction-Inform,,,,,,Attraction,Inform,,624,17,,29,Medium
USER,That should be great! what about the entrance fee?,Attraction-Request,4.0,4.0,4.0,3.0,,Attraction,Request,3.75,624,18,3.87,9,High
SYSTEM,I'm sorry but the entrance fee is not listed. But here is there phone number if you wish to contact them 01223359750. What else can I assist you with?,Attraction-Inform,,,,,,Attraction,Inform,,624,19,,29,Medium
USER,No. That covers it. Thanks.,general-thank,4.0,4.0,3.0,3.0,,general,thank,3.5,624,20,3.58,5,High
USER,OVERALL,,4.0,3.0,3.0,3.0,,,,3.25,624,21,3.29,1,Medium
USER,Where can I find the best architecture?,Attraction-Inform,2.0,3.0,3.0,3.0,,Attraction,Inform,2.75,625,0,2.71,7,Low
SYSTEM,You must see great saint mary's church!!,Attraction-Recommend,,,,,,Attraction,Recommend,,625,1,,7,Medium
USER,Sounds great. Can I get the address and postcode for that?,Attraction-Request,4.0,4.0,5.0,4.0,,Attraction,Request,4.25,625,2,4.29,11,High
SYSTEM,"Certainly! It is located in Market Square, which is in the center of town, and the postcode is CB23PQ. Is there anything else I can help you with today?",Attraction-Inform,,,,,,Attraction,Inform,,625,3,,29,Medium
USER,Please book the ticket.,,3.0,3.0,3.0,3.0,,,,3.0,625,4,3.0,4,Medium
SYSTEM,"I'm sorry, I do not understand your request. Would you like help with anything else?",general-reqmore,,,,,,general,reqmore,,625,5,,15,Medium
USER,"Yes, could you suggest some thai restaurants in the area?",Attraction-Request,2.0,3.0,3.0,3.0,,Attraction,Request,2.75,625,6,2.71,10,Low
SYSTEM,You didn't select restaurant so I can not assist. Please fix.,,,,,,,,,,625,7,,11,Medium
USER,I am looking for a train from London Kings Cross to Cambridge. I need to leave after 15:15 on Friday.,Train-Inform,2.0,3.0,3.0,3.0,,Train,Inform,2.75,625,8,2.71,20,Low
SYSTEM,TR8842 will leave at 15:17 and arrive by 16:08. Would you like to make a reservation?,Train-OfferBook,,,,,,Train,OfferBook,,625,9,,16,Medium
USER,Can I get WiFi service on the train?,,2.0,3.0,3.0,3.0,,,,2.75,625,10,2.71,8,Low
SYSTEM,"Yes, you can. The ID is GreatNorthern_WiFi. Can I book your reservation?",,,,,,,,,,625,11,,12,Medium
USER,Sounds great I need reservations for 7. I also need the reference number.,Train-Request,4.0,3.0,4.0,3.0,,Train,Request,3.5,625,12,3.58,13,High
SYSTEM,"Great, you're booked. The reference number is : WEHJ6M9J. Anything else I can help you with today?",Train-OfferBooked,,,,,,Train,OfferBooked,,625,13,,17,Medium
USER,Are there any parking facilities at the London Kings Cross station?,,3.0,3.0,3.0,3.0,,,,3.0,625,14,3.0,11,Medium
SYSTEM,"Yes, you may park at the train station. There may be a fee so check with your local station. Anything else I can do for you?",,,,,,,,,,625,15,,26,Medium
USER,"If I want to use Internet on the train, do they have WiFi where I can do that?",,2.0,3.0,3.0,3.0,,,,2.75,625,16,2.71,18,Low
SYSTEM,"Yes, there is basic WiFi service. The ID is GreatNorthern_WiFi. Is that all that you need?",,,,,,,,,,625,17,,16,Medium
USER,Can you call the police because my purse was snatched as i sitting on this bench talking to you.,Police-Inform,3.0,3.0,4.0,3.0,,Police,Inform,3.25,625,18,3.29,19,Medium
SYSTEM,Absoluting I will get right on that.,general-welcome,,,,,,general,welcome,,625,19,,7,Medium
USER,Jaja.. You're funny. Thanks for all your help today. Have a great day! Goodbye,general-thank,3.0,4.0,4.0,3.0,,general,thank,3.5,625,20,3.58,14,High
USER,OVERALL,,3.0,3.0,4.0,3.0,,,,3.25,625,21,3.29,1,Medium
USER,Do you book trains for the bishops stortford?,Train-Inform,3.0,4.0,3.0,,,Train,Inform,3.33,626,0,3.33,8,High
SYSTEM,Yes. Are you departing or arriving in bishops stortford?,Train-Request,,,,,,Train,Request,,626,1,,9,Medium
USER,I am going there from Cambridge on Thursday.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,626,2,3.0,8,Medium
SYSTEM,I have 10 trains going to Bishops Stortford from Cambridge on Thursday. What time do you need to arrive?,Train-Request,,,,,,Train,Request,,626,3,,19,Medium
USER,I would like to arrive by 18:15.,Taxi-Inform,3.0,3.0,3.0,,,Taxi,Inform,3.0,626,4,3.0,7,Medium
SYSTEM,TR0141 will have you in Cambridge by 14:07.,Train-Inform,,,,,,Train,Inform,,626,5,,8,Medium
USER,I need two tickets.,Train-Inform,3.0,3.0,3.0,,,Train,Inform,3.0,626,6,3.0,4,Medium
SYSTEM,The TR0277 will get you there by 18:07. I can book you 2 tickets on that if you would like?,Train-OfferBook,,,,,,Train,OfferBook,,626,7,,20,Medium
USER,Can I stay connected to the internet with WiFi on that train?,,3.0,3.0,3.0,,,,,3.0,626,8,3.0,12,Medium
SYSTEM,"Yes, we provide free WiFI on the train. Would you like to make a reservation?",,,,,,,,,,626,9,,15,Medium
USER,"two tickets will be fine, please.",Train-Inform,3.0,3.0,4.0,,,Train,Inform,3.33,626,10,3.33,6,High
SYSTEM,TR0277 two tickets. the total fee is 20.2 GBP payable at the station. Reference number is: 00QGJ7W5. Will there be anything else I can help you with today?,Train-OfferBooked,,,,,,Train,OfferBooked,,626,11,,28,Medium
USER,A nice place to eat that serves Austrian food. In the centre of town if possible.,Restaurant-Inform,3.0,3.0,3.0,,,Restaurant,Inform,3.0,626,12,3.0,16,Medium
SYSTEM,"I am so sorry no Austrian restaurants in that area, another food type perhaps?",Restaurant-Request,,,,,,Restaurant,Request,,626,13,,14,Medium
USER,"Okay, do you have any good restaurants serving British food?",Restaurant-Inform,3.0,3.0,4.0,,,Restaurant,Inform,3.33,626,14,3.33,10,High
SYSTEM,"There are 7 restaurants in the Centre that serve British food, is there a price range you would like to stay in?",Restaurant-Request,,,,,,Restaurant,Request,,626,15,,22,Medium
USER,"Any is fine, can I get the phone number and postcode of one you'd recommend?",Restaurant-Request,3.0,3.0,3.0,,,Restaurant,Request,3.0,626,16,3.0,15,Medium
SYSTEM,i'd recommend the oak bistro. their phone number is 01223323361. their postcode is cb21eg.,Restaurant-Recommend,,,,,,Restaurant,Recommend,,626,17,,14,Medium
USER,Does Oak Bistro offer live music?,,3.0,3.0,3.0,,,,,3.0,626,18,3.0,6,Medium
SYSTEM,I'm afraid there is no live music at the Oak Bistro. Do you have any other concerns?,,,,,,,,,,626,19,,17,Medium
USER,great! thanks. thats all i need. goodbye.,general-thank,3.0,3.0,4.0,,,general,thank,3.33,626,20,3.33,7,High
USER,OVERALL,,3.0,3.0,4.0,,,,,3.33,626,21,3.33,1,High
USER,I am looking for something fun to do in the south part of town. Do you have any suggestions on a great attraction?,Attraction-Inform,3.0,3.0,3.0,2.0,,Attraction,Inform,2.75,627,0,2.87,23,Medium
SYSTEM,You could check out the byard art museum.,Attraction-Recommend,,,,,,Attraction,Recommend,,627,1,,8,Medium
USER,"Sure, can I learn more about it?",,3.0,4.0,3.0,3.0,,,,3.25,627,2,3.29,7,Medium
SYSTEM,It's a museum on King's Parade. There's no entrance fee. The phone number is 01223464646 to check their current attractions.,Attraction-Inform,,,,,,Attraction,Inform,,627,3,,20,Medium
USER,"Thank you, are there any expensive restaurants in that same area?",Restaurant-Inform,4.0,4.0,4.0,2.0,,Restaurant,Inform,3.5,627,4,3.75,11,High
SYSTEM,"Yes, what kind of food are you looking for?",Restaurant-Request,,,,,,Restaurant,Request,,627,5,,9,Medium
USER,The restaurant should serve turkish food.,Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,627,6,3.0,6,Medium
SYSTEM,"there is none that serves Turkish food, can we look elsewhere?",Restaurant-Request,,,,,,Restaurant,Request,,627,7,,11,Medium
USER,How about Chinese food? Are there any available for that?,Restaurant-Inform,3.0,3.0,3.0,2.0,,Restaurant,Inform,2.75,627,8,2.87,10,Medium
SYSTEM,"Yes, there are two restaurants available. The Good Luck Chinese food takeaway and the Peking Restaurant. Are these suitable?",Restaurant-Recommend,,,,,,Restaurant,Recommend,,627,9,,19,Medium
USER,I have a disability. How does the restaurant help me with disability access?,,3.0,3.0,3.0,3.0,,,,3.0,627,10,3.0,13,Medium
SYSTEM,"Well, The Peking Restaurant is wheelchair accessible. Which one should i make the reservation for?",,,,,,,,,,627,11,,15,Medium
USER,"Let's go with Peking Restaurant. Can you book a table for 6 at 18:30 on Monday, please?",Restaurant-Inform,3.0,3.0,3.0,3.0,,Restaurant,Inform,3.0,627,12,3.0,17,Medium
